date,deaths_total,natl_total,natl_ratio,month,region,deaths_total_lag1,deaths_total_lag12,ratio_25_49,ratio_50_64,ratio_65_69,ratio_65_plus,ratio_70_plus,ratio_75_plus,ratio_80_plus,ratio_85_plus,year,month_sin,month_cos,deaths_rolling3,deaths_diff1,cause_cerebro,cause_cancer,cause_pneumonia,cause_cardio,event_dummy,is_winter,is_summer,season_spring,season_summer,season_winter,expected_deaths,excess_mortality,year_sq,era_2000s,era_2010s,era_2020s,rolling_std_3,rolling_std_6,diff2,winter_event,summer_event,elderly65_winter,elderly75_winter,elderly85_winter
1998-06-01,886,19466.0,0.8641100890280895,6,대구광역시,893.0,892.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,1.2246467991473532e-16,-1.0,931.3333333333334,-17.0,114.33632907016936,193.9582382874188,8.908562197092083,28.08773991382687,0,0,1,0,1,0,1307.8461538461538,-32.255028820138804,3992004,0,0,0,4.041451884327364,39.05594278297061,-7.0,0,0,0.0,0.0,
1998-06-01,886,19466.0,0.8641100890280895,6,대구광역시,893.0,892.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,1.2246467991473532e-16,-1.0,931.3333333333334,-17.0,114.33632907016936,193.9582382874188,8.908562197092083,28.08773991382687,0,0,1,0,1,0,1307.8461538461538,-32.255028820138804,3992004,0,0,0,4.041451884327364,11.03932365078044,7.0,0,0,0.0,0.0,
1998-07-01,903,19309.0,0.8571407432982318,7,대구광역시,886.0,922.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.4999999999999997,-0.8660254037844387,896.3333333333334,-7.0,111.54338057379884,205.492893490086,7.740226171243941,28.467946207076643,0,0,1,0,1,0,1329.076923076923,-32.058108577381645,3992004,0,0,0,9.814954576223654,9.579491983747408,17.0,0,0,0.0,0.0,
1998-07-01,903,19309.0,0.8571407432982318,7,대구광역시,886.0,922.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.4999999999999997,-0.8660254037844387,896.3333333333334,-7.0,111.54338057379884,205.492893490086,7.740226171243941,28.467946207076643,0,0,1,0,1,0,1329.076923076923,-32.058108577381645,3992004,0,0,0,9.814954576223654,7.641989269818069,-17.0,0,0,0.0,0.0,
1998-08-01,895,20204.0,0.896870453032134,8,대구광역시,903.0,905.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.8660254037844383,-0.5000000000000003,894.0,17.0,112.76529554096092,203.31566941568693,7.630694668820678,27.46990468729599,0,0,1,0,1,0,1368.8653846153843,-34.617383852432525,3992004,0,0,0,4.618802153517023,7.633260552783532,-8.0,0,0,0.0,0.0,
1998-08-01,895,20204.0,0.896870453032134,8,대구광역시,903.0,905.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.8660254037844383,-0.5000000000000003,894.0,17.0,112.76529554096092,203.31566941568693,7.630694668820678,27.46990468729599,0,0,1,0,1,0,1368.8653846153843,-34.617383852432525,3992004,0,0,0,4.618802153517023,7.607014306985436,8.0,0,0,0.0,0.0,
1998-09-01,883,19906.0,0.8836420133665441,9,대구광역시,895.0,824.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-1.0,-1.8369701987210287e-16,894.6666666666666,-8.0,123.54433114414104,192.3832251272153,9.8578352180937,27.945162553858207,0,0,0,0,0,0,1349.8076923076924,-34.58327397065109,3992004,0,0,0,6.928203230275509,8.352644291880338,-12.0,0,0,0.0,0.0,
1998-09-01,883,19906.0,0.8836420133665441,9,대구광역시,895.0,824.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-1.0,-1.8369701987210287e-16,894.6666666666666,-8.0,123.54433114414104,192.3832251272153,9.8578352180937,27.945162553858207,0,0,0,0,0,0,1349.8076923076924,-34.58327397065109,3992004,0,0,0,6.928203230275509,9.003702941939014,12.0,0,0,0.0,0.0,
1998-10-01,931,21273.0,0.9443241510271524,10,대구광역시,883.0,924.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.8660254037844385,0.5,893.6666666666666,-12.0,132.09773591427583,206.32672398666432,9.200646203554118,32.74526700613657,0,0,0,0,0,0,1447.826923076923,-35.69673383187004,3992004,0,0,0,27.712812921102035,17.783887838902967,48.0,0,0,0.0,0.0,
1998-10-01,931,21273.0,0.9443241510271524,10,대구광역시,883.0,924.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.8660254037844385,0.5,893.6666666666666,-12.0,132.09773591427583,206.32672398666432,9.200646203554118,32.74526700613657,0,0,0,0,0,0,1447.826923076923,-35.69673383187004,3992004,0,0,0,27.712812921102035,22.3427840700306,-48.0,0,0,0.0,0.0,
1998-11-01,946,21117.0,0.9373991960344276,11,대구광역시,931.0,946.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.5000000000000003,0.8660254037844383,903.0,48.0,138.7309885931559,200.0729952623267,9.164135702746364,33.60073116594856,0,0,0,0,0,0,1444.2692307692307,-34.499747010732065,3992004,0,0,0,8.660254037844387,27.739863013360587,15.0,0,0,0.0,0.0,
1998-11-01,946,21117.0,0.9373991960344276,11,대구광역시,931.0,946.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-0.5000000000000003,0.8660254037844383,903.0,48.0,138.7309885931559,200.0729952623267,9.164135702746364,33.60073116594856,0,0,0,0,0,0,1444.2692307692307,-34.499747010732065,3992004,0,0,0,8.660254037844387,29.434673431176503,-15.0,0,0,0.0,0.0,
1998-12-01,1031,23461.0,1.0414510838738316,12,대구광역시,946.0,990.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-2.4492935982947064e-16,1.0,920.0,15.0,153.04484963705497,208.874539392876,15.37092084006462,38.1156808982896,0,1,0,0,0,1,1530.3461538461538,-32.629621252104855,3992004,0,0,0,49.07477288111817,48.235533237092646,85.0,0,0,5.3,1.6,
1998-12-01,1031,23461.0,1.0414510838738316,12,대구광역시,946.0,990.0,42.3,12.3,2.2,5.3,3.0,1.6,0.7,,1998,-2.4492935982947064e-16,1.0,920.0,15.0,153.04484963705497,208.874539392876,15.37092084006462,38.1156808982896,0,1,0,0,0,1,1530.3461538461538,-32.629621252104855,3992004,0,0,0,49.07477288111817,48.23553323709258,-85.0,0,0,5.3,1.6,
1999-01-01,1083,23193.0,1.0295543663222275,1,대구광역시,1031.0,949.0,42.6,12.6,2.4,5.5,3.2,1.7,0.7,,1999,0.4999999999999999,0.8660254037844386,969.3333333333334,85.0,139.72871264234925,203.1992330100668,24.207111665626947,36.95545911375057,0,1,0,0,0,1,1550.173076923077,-30.136833356076863,3996001,0,0,0,30.02221399786057,62.021501647949904,52.0,0,0,5.5,1.7,
1999-01-01,1083,23193.0,1.0295543663222275,1,대구광역시,1031.0,949.0,42.6,12.6,2.4,5.5,3.2,1.7,0.7,,1999,0.4999999999999999,0.8660254037844386,969.3333333333334,85.0,139.72871264234925,203.1992330100668,24.207111665626947,36.95545911375057,0,1,0,0,0,1,1550.173076923077,-30.136833356076863,3996001,0,0,0,30.02221399786057,61.857901677958445,-52.0,0,0,5.5,1.7,
1999-02-01,826,18865.0,0.8374312560112457,2,대구광역시,1083.0,844.0,42.6,12.6,2.4,5.5,3.2,1.7,0.7,,1999,0.8660254037844385,0.5000000000000001,1020.0,52.0,116.98719579166423,180.0169622773701,16.43418590143481,28.980127912288715,0,1,0,0,0,1,1387.8461538461538,-40.48331670546502,3996001,0,0,0,148.37901918173384,98.88579271058092,-257.0,0,0,5.5,1.7,
